datlifeuid,taxakingdom,taxaphylum,taxaclass,taxaorder,taxafamily,taxagenus,taxaspecies,taxainfraspecies,taxabreed,referenceid,derived_from_graph,age_mortality_pdf_id,age_mortality_id,n,n_recaptures,title,list_cohort_period,list_mortality_type,list_source_column,list_type_x,list_sex,list_liberty,population,yearstart,yearend,Comment,embargodate,page,name,column,author_ge_sp,list_stage_timezero,age_left_truncation,age_right_censoring,list_x_units
2593,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,beldingi,,,DL00073_Sherman,,DL00073_ShermanLT01.pdf,DL00073_ShermanLT01.csv,349,,Age structure of known-age male Blending's Ground Squirrel (juvenile only),period,age last recorded,cap_Lx_real,age from stage,male,wild,Tioga Pass_central Sierra Nevada of California_USA,1969,1975,Age from the weight and body size,,,,,Spermophilus beldingi,birth/hatch,,,
2593,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,beldingi,,,DL00073_Sherman,,DL00073_ShermanLT02.pdf,DL00073_ShermanLT02.csv,108,,Age structure of known-age male Blending's Ground Squirrel (adult only),period,age last recorded,cap_Lx_real,age from stage,male,wild,Tioga Pass_central Sierra Nevada of California_USA,1969,1975,Age from the weight and body size,,,,,Spermophilus beldingi,birth/hatch,,,
2678,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,,,DL00075_Jezierski,,DL00075_JezierskiLT01.pdf,DL00075_JezierskiLT01.csv,376,,LifeTable 1: Basic material (excluding piglets but including emigrants. ),cohort,ages at death,NxDx,age,both,wild,Kampinos National Park_Poland,1963,1973,Mark recapture study on piglets,,,,,Sus scrofa,birth/hatch,,,
2678,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,,,DL00075_Jezierski,0,DL00075_JezierskiLT02.pdf,DL00075_JezierskiLT02.csv,407,,Table 2: Life table for wild boar,cohort,ages at death,dx_real,age,both,wild,Kampinos National Park_Poland,1963,1973,,,,,,Sus scrofa,birth/hatch,,,
2678,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,,,DL00075_Jezierski,0,DL00075_JezierskiLT03_female.pdf,DL00075_JezierskiLT03_female.csv,204,,Table 3: Mortality rates of females.,cohort,ages at death,dx_real,age,female,wild,Kampinos National Park_Poland,1963,1973,,,,,,Sus scrofa,birth/hatch,,,
2678,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,,,DL00075_Jezierski,0,DL00075_JezierskiLT03_male.pdf,DL00075_JezierskiLT03_male.csv,202,,Table 3: Mortality rates of males,cohort,ages at death,dx_real,age,male,wild,Kampinos National Park_Poland,1963,1973,,,,,,Sus scrofa,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT01.pdf,DL00080_TryonLT01.csv,21,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1962,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1962,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT02.pdf,DL00080_TryonLT02.csv,17,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1963,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1963,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT03.pdf,DL00080_TryonLT03.csv,19,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1963,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1963,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT04.pdf,DL00080_TryonLT04.csv,10,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1964,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1964,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT05.pdf,DL00080_TryonLT05.csv,11,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1964,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1964,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT06.pdf,DL00080_TryonLT06.csv,20,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1965,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1965,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT07.pdf,DL00080_TryonLT07.csv,7,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1965,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1965,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT08.pdf,DL00080_TryonLT08.csv,15,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1966,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1966,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT09.pdf,DL00080_TryonLT09.csv,29,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1966,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1966,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT10.pdf,DL00080_TryonLT10.csv,50,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1967,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,7.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT11.pdf,DL00080_TryonLT11.csv,20,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1967,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,2.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT12.pdf,DL00080_TryonLT12.csv,18,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1968,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1968,1970,,,,,,Tamias striatus,birth/hatch,,4.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT13.pdf,DL00080_TryonLT13.csv,33,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1968,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1968,1970,,,,,,Tamias striatus,birth/hatch,,4.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT14.pdf,DL00080_TryonLT14.csv,29,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1969,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1969,1970,,,,,,Tamias striatus,birth/hatch,,3.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT15.pdf,DL00080_TryonLT15.csv,22,,Cohort of known-age Tamias striatus at Pennsylvania lab site males fall 1969,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1969,1970,,,,,,Tamias striatus,birth/hatch,,2.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT16.pdf,DL00080_TryonLT16.csv,25,,Cohort of known-age Tamias striatus at Pennsylvania lab site males spring 1970,cohort,age last recorded,lx_real,age,male,wild,Pymatuning lab site_Western Pennsylvania_US,1970,1970,,,,,,Tamias striatus,birth/hatch,,1.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT18.pdf,DL00080_TryonLT18.csv,13,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1962,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1962,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT19.pdf,DL00080_TryonLT19.csv,21,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1963,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1963,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT20.pdf,DL00080_TryonLT20.csv,14,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1963,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1963,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT21.pdf,DL00080_TryonLT21.csv,12,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1964,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1964,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT22.pdf,DL00080_TryonLT22.csv,9,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1964,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1964,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT23.pdf,DL00080_TryonLT23.csv,27,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1965,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1965,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT24.pdf,DL00080_TryonLT24.csv,9,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1965,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1965,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT25.pdf,DL00080_TryonLT25.csv,12,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1966,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1966,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT26.pdf,DL00080_TryonLT26.csv,25,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1966,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1966,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT27.pdf,DL00080_TryonLT27.csv,48,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1967,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,7.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT28.pdf,DL00080_TryonLT28.csv,25,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1967,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,4.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT29.pdf,DL00080_TryonLT29.csv,23,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1968,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1968,1970,,,,,,Tamias striatus,birth/hatch,,2.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT30.pdf,DL00080_TryonLT30.csv,33,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1968,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1968,1970,,,,,,Tamias striatus,birth/hatch,,4.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT31.pdf,DL00080_TryonLT31.csv,36,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1969,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1969,1970,,,,,,Tamias striatus,birth/hatch,,3.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT32.pdf,DL00080_TryonLT32.csv,21,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1969,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1969,1970,,,,,,Tamias striatus,birth/hatch,,2.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT33.pdf,DL00080_TryonLT33.csv,24,,Cohort of known-age Tamias striatus at Pennsylvania lab site females spring 1970,cohort,age last recorded,lx_real,age,female,wild,Pymatuning lab site_Western Pennsylvania_US,1970,1970,,,,,,Tamias striatus,birth/hatch,,1.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT34.pdf,DL00080_TryonLT34.csv,32,,Cohort of known-age Tamias striatus at Pennsylvania lab site females fall 1970,cohort,age last recorded,lx_real,age,female,wild,Pymatuning field site_Western Pennsylvania_US,1970,1970,,,,,,Tamias striatus,birth/hatch,,0.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT35.pdf,DL00080_TryonLT35.csv,13,,Cohort of known-age Tamias striatus at Pennsylvania farm site males spring 1967,cohort,age last recorded,lx_real,age,male,wild,Pymatuning field site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT36.pdf,DL00080_TryonLT36.csv,13,,Cohort of known-age Tamias striatus at Pennsylvania farm site males fall 1967,cohort,age last recorded,lx_real,age,male,wild,Pymatuning field site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT37.pdf,DL00080_TryonLT37.csv,14,,Cohort of known-age Tamias striatus at Pennsylvania farm site males spring 1968,cohort,age last recorded,lx_real,age,male,wild,Pymatuning field site_Western Pennsylvania_US,1968,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT38.pdf,DL00080_TryonLT38.csv,48,,Cohort of known-age Tamias striatus at Pennsylvania farm site males fall 1969,cohort,age last recorded,lx_real,age,male,wild,Pymatuning field site_Western Pennsylvania_US,1969,1970,,,,,,Tamias striatus,birth/hatch,,2.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT39.pdf,DL00080_TryonLT39.csv,12,,Cohort of known-age Tamias striatus at Pennsylvania farm site males spring 1970,cohort,age last recorded,lx_real,age,male,wild,Pymatuning field site_Western Pennsylvania_US,1970,1970,,,,,,Tamias striatus,birth/hatch,,1.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT40.pdf,DL00080_TryonLT40.csv,15,,Cohort of known-age Tamias striatus at Pennsylvania farm site males fall 1970,cohort,age last recorded,lx_real,age,male,wild,Pymatuning field site_Western Pennsylvania_US,1970,1970,,,,,,Tamias striatus,birth/hatch,,0.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT41.pdf,DL00080_TryonLT41.csv,35,,Cohort of known-age Tamias striatus at Pennsylvania farm site females spring 1967,cohort,age last recorded,lx_real,age,female,wild,Pymatuning field site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT42.pdf,DL00080_TryonLT42.csv,18,,Cohort of known-age Tamias striatus at Pennsylvania farm site females fall 1967,cohort,age last recorded,lx_real,age,female,wild,Pymatuning field site_Western Pennsylvania_US,1967,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT43.pdf,DL00080_TryonLT43.csv,21,,Cohort of known-age Tamias striatus at Pennsylvania farm site females spring 1968,cohort,age last recorded,lx_real,age,female,wild,Pymatuning field site_Western Pennsylvania_US,1968,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT44.pdf,DL00080_TryonLT44.csv,35,,Cohort of known-age Tamias striatus at Pennsylvania farm site females fall 1969,cohort,age last recorded,lx_real,age,female,wild,Pymatuning field site_Western Pennsylvania_US,1969,1970,,,,,,Tamias striatus,birth/hatch,,2.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT48.pdf,DL00080_TryonLT48.csv,20,,Cohort of known-age Tamias striatus in Vermont males fall 1966,cohort,age last recorded,lx_real,age,male,wild,Green Mountain National Forest_Southern Vermont_USA,1966,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT49.pdf,DL00080_TryonLT49.csv,69,,Cohort of known-age Tamias striatus in Vermont males spring 1967,cohort,age last recorded,lx_real,age,male,wild,Green Mountain National Forest_Southern Vermont_USA,1967,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT50.pdf,DL00080_TryonLT50.csv,21,,Cohort of known-age Tamias striatus in Vermont males fall 1967,cohort,age last recorded,lx_real,age,male,wild,Green Mountain National Forest_Southern Vermont_USA,1967,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT51.pdf,DL00080_TryonLT51.csv,9,,Cohort of known-age Tamias striatus in Vermont males spring 1968,cohort,age last recorded,lx_real,age,male,wild,Green Mountain National Forest_Southern Vermont_USA,1968,1970,,,,,,Tamias striatus,birth/hatch,,4.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT52.pdf,DL00080_TryonLT52.csv,10,,Cohort of known-age Tamias striatus in Vermont males fall 1968,cohort,age last recorded,lx_real,age,male,wild,Green Mountain National Forest_Southern Vermont_USA,1968,1970,,,,,,Tamias striatus,birth/hatch,,4.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT53.pdf,DL00080_TryonLT53.csv,55,,Cohort of known-age Tamias striatus in Vermont males fall 1969,cohort,age last recorded,lx_real,age,male,wild,Green Mountain National Forest_Southern Vermont_USA,1969,1970,,,,,,Tamias striatus,birth/hatch,,2.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT54.pdf,DL00080_TryonLT54.csv,42,,Cohort of known-age Tamias striatus in Vermont males spring 1970,cohort,age last recorded,lx_real,age,male,wild,Green Mountain National Forest_Southern Vermont_USA,1970,1970,,,,,,Tamias striatus,birth/hatch,,1.000,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT56.pdf,DL00080_TryonLT56.csv,2,,Cohort of known-age Tamias striatus in Vermont females spring 1966,cohort,age last recorded,lx_real,age,female,wild,Green Mountain National Forest_Southern Vermont_USA,1966,1970,,,,,,Tamias striatus,birth/hatch,,,
2707,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,,,DL00080_Tryon,0,DL00080_TyronLT57.pdf,DL00080_TryonLT57.csv,23,,Cohort of known-age Tamias striatus in Vermont females fall 1966,cohort,age last recorded,lx_real,age,female,wild,Green Mountain National Forest_Southern Vermont_USA,1966,1970,,,,,,Tamias striatus,birth/hatch,,,
